"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"1221","LOUISIANA INTRASTATE GAS CO, L.L.C.","YES","NO","GT (Gas Transmission)",0,0,"275160.481176155","ALL OTHER CAUSES",2002,275160
"1222","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"1366025.23443223","EXCAVATION DAMAGE",2003,1366025
"1223","EL PASO FIELD SERVICES","YES","YES","GT (Gas Transmission)",0,1,"27405.5688582604","OTHER OUTSIDE FORCE DAMAGE",2003,3360739
"1224","TRUNKLINE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"880186.811634693","MATERIAL/WELD/EQUIP FAILURE",2003,880187
"1225","TGS RIO, L.L.C.","NO","NO","GT (Gas Transmission)",0,0,"52187.4616409015","EXCAVATION DAMAGE",2003,52187
"1226","ENBRIDGE PIPELINES (KPC)","NO","NO","GT (Gas Transmission)",0,0,"455.897435897436","CORROSION",2003,456
"1227","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"107710.312286583","MATERIAL/WELD/EQUIP FAILURE",2003,107710
"1228","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"318121.934562612","EXCAVATION DAMAGE",2003,318122
"1229","NEUMIN PRODUCTION CO.","NO","NO","GG (Gas Gathering)",0,0,"193.05818933714","CORROSION",2004,193
"1230","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"107520.938101447","CORROSION",2003,107521
"1231","SOUTH CAROLINA PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"101609.644874899","EXCAVATION DAMAGE",2003,101610
"1232","CHEVRON PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"6202472.11591286","OTHER OUTSIDE FORCE DAMAGE",2004,6202472
"1233","J - W GATHERING CO","NO","NO","GT (Gas Transmission)",0,0,"60311.3500869187","ALL OTHER CAUSES",2003,60311
"1234","CENTRAL NEW YORK OIL AND GAS CO LLC","YES","NO","GT (Gas Transmission)",0,0,"203733.374231275","ALL OTHER CAUSES",2004,203733
"1235","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"80343.3286295664","MATERIAL/WELD/EQUIP FAILURE",2004,80343
"1236","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"340773.089224954","CORROSION",2004,340773
"1237","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"107553.040499096","INCORRECT OPERATION",2004,107553
"1238","COLUMBIA GULF TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"306444.14229838","CORROSION",2003,306444
"1239","SOUTHERN CALIFORNIA GAS CO","NO","NO","GT (Gas Transmission)",0,0,"11434.1288311818","OTHER OUTSIDE FORCE DAMAGE",2004,11434
"1240","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"96067.5744360902","MATERIAL/WELD/EQUIP FAILURE",2004,96068
"1241","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"98832.1796457329","ALL OTHER CAUSES",2004,98832
"1242","HESCO UTILITY CO LLC","NO","NO","GT (Gas Transmission)",0,0,"6003.53058100442","EXCAVATION DAMAGE",2004,6004
"1243","K N INTERSTATE GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"12082.0435898211","OTHER OUTSIDE FORCE DAMAGE",2004,12082
"1244","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"64702.536077958","OTHER OUTSIDE FORCE DAMAGE",2004,64703
"1245","K N ENERGY INC(KANSAS NEBRASKA GAS CO) (KMI)","NO","NO","GT (Gas Transmission)",0,0,"67882.4781272168","MATERIAL/WELD/EQUIP FAILURE",2004,67882
"1246","WILLIAMS GAS PIPELINE - TRANSCO","YES","YES","GT (Gas Transmission)",0,1,"135.764956254434","MATERIAL/WELD/EQUIP FAILURE",2004,3333469
"1247","DOMINION TRANSMISSION INC","NO","NO","GT (Gas Transmission)",0,0,"30365.4135338346","MATERIAL/WELD/EQUIP FAILURE",2004,30365
"1248","DOMINION TRANSMISSION INC","YES","NO","GT (Gas Transmission)",0,0,"171879.69924812","MATERIAL/WELD/EQUIP FAILURE",2004,171880
"1249","NEUMIN PRODUCTION CO.","NO","NO","GG (Gas Gathering)",0,0,"206.512096035786","CORROSION",2004,207
"1250","SEA ROBIN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"337811.567483381","CORROSION",2004,337812
"1251","ATLANTA GAS LIGHT CO","YES","NO","GT (Gas Transmission)",0,0,"187524.101709997","EXCAVATION DAMAGE",2004,187524
"1252","WILLIAMS FIELD SERVICES","YES","YES","GG (Gas Gathering)",0,1,"27152.9912508867","INCORRECT OPERATION",2004,3360486
"1253","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"392001.75791216","ALL OTHER CAUSES",2004,392002
"1254","LENOX MUNICIPAL GAS SYSTEM","NO","NO","GT (Gas Transmission)",0,0,"93542.0548593048","NATURAL FORCE DAMAGE",2004,93542
"1255","PEOPLES GAS LIGHT & COKE CO","YES","NO","GT (Gas Transmission)",0,0,"198216.836131473","EXCAVATION DAMAGE",2004,198217
"1256","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"1414.94279562704","MATERIAL/WELD/EQUIP FAILURE",2004,1415
"1257","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"268041.027136297","EXCAVATION DAMAGE",2004,268041
"1258","EL PASO FIELD SERVICES","NO","NO","GT (Gas Transmission)",0,0,"28670.8525085473","MATERIAL/WELD/EQUIP FAILURE",2004,28671
"1259","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"122371.226042524","CORROSION",2004,122371
"1260","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"52974.4233612525","CORROSION",2004,52974
"1261","NORTH CAROLINA NATURAL GAS CORP","YES","NO","GT (Gas Transmission)",0,0,"367709.467050459","EXCAVATION DAMAGE",2004,367709
"1262","WILLIAMS FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"243451.890109644","CORROSION",2004,243452
"1263","WILLIAMS FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"110784.204303618","MATERIAL/WELD/EQUIP FAILURE",2004,110784
"1264","WILLIAMS FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"135764.956254434","EXCAVATION DAMAGE",2004,135765
"1265","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"70394.4459754257","MATERIAL/WELD/EQUIP FAILURE",2004,70394
"1266","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"258700.229528657","OTHER OUTSIDE FORCE DAMAGE",2004,258700
"1267","NORTHWEST PIPELINE CORP (WGP)","NO","NO","GT (Gas Transmission)",0,0,"55993.5500342249","MATERIAL/WELD/EQUIP FAILURE",2004,55994
"1268","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"111745.704791655","MATERIAL/WELD/EQUIP FAILURE",2004,111746
"1269","K N INTERSTATE GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"35285.5018250284","MATERIAL/WELD/EQUIP FAILURE",2004,35286
"1270","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"10149.3329783432","EXCAVATION DAMAGE",2004,10149
"1271","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"136711.616340983","MATERIAL/WELD/EQUIP FAILURE",2004,136712
"1272","BLACK MARLIN PIPELINE CO","NO","NO","GG (Gas Gathering)",0,0,"104688.378844961","MATERIAL/WELD/EQUIP FAILURE",2004,104688
"1273","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"736118.014354875","CORROSION",2004,736118
"1274","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"114341.288311818","CORROSION",2004,114341
"1275","MISSISSIPPI RIVER TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"56969.1605303161","CORROSION",2004,56969
"1276","DEVON GAS SERVICES LP","YES","NO","GG (Gas Gathering)",0,0,"1916252.52287825","MATERIAL/WELD/EQUIP FAILURE",2003,1916253
"1277","MIDAMERICAN ENERGY COMPANY","YES","NO","GT (Gas Transmission)",0,0,"454240.943951271","NATURAL FORCE DAMAGE",2004,454241
"1278","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"46150.845112782","NATURAL FORCE DAMAGE",2004,46151
"1279","DYNEGY MIDSTREAM SERVICES, L.P.","YES","NO","GG (Gas Gathering)",0,0,"191112.911582574","CORROSION",2004,191113
"1280","ENOGEX INC  (EX. MUSTANG FUEL CORP)","NO","NO","GT (Gas Transmission)",0,0,"47575.0279221345","CORROSION",2004,47575
"1281","WILLIAMS GAS PIPELINE - TRANSCO","NO","NO","GG (Gas Gathering)",0,0,"100764.792686374","CORROSION",2004,100765
"1282","DYNEGY MIDSTREAM SERVICES, L.P.","NO","NO","GG (Gas Gathering)",0,0,"73038.8691046605","CORROSION",2004,73039
"1283","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"804000.492482092","CORROSION",2004,804000
"1284","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"14374.6721189353","EXCAVATION DAMAGE",2004,14375
"1285","TEXAS EASTERN TRANSMISSION CORP (DUKE)","NO","NO","GT (Gas Transmission)",0,0,"46799.2154778054","OTHER OUTSIDE FORCE DAMAGE",2004,46799
"1286","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"60030.7037593985","MATERIAL/WELD/EQUIP FAILURE",2004,60031
"1287","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"91804.2634192481","MATERIAL/WELD/EQUIP FAILURE",2004,91804
"1288","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"130470.333732179","CORROSION",2004,130470
"1289","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"755135.366508018","CORROSION",2004,755135
"1290","ENOGEX INC  (EX. MUSTANG FUEL CORP)","YES","NO","GT (Gas Transmission)",0,0,"71754.7728981949","EXCAVATION DAMAGE",2004,71755
"1291","AQUILA SOUTHWEST (EX. CLAJON GAS CO)","NO","NO","GG (Gas Gathering)",0,0,"57998.9022520566","EXCAVATION DAMAGE",2001,57999
"1292","FLORIDA GAS TRANSMISSION CO (ENRON)","NO","NO","GT (Gas Transmission)",0,0,"21212.8378229802","EXCAVATION DAMAGE",2004,21213
"1293","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"88741.2140919217","EXCAVATION DAMAGE",2004,88741
"1294","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"99681.3503965637","CORROSION",2004,99681
"1295","EL PASO FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"456618.340602037","CORROSION",2004,456618
"1296","PANHANDLE EASTERN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"711745.887934545","ALL OTHER CAUSES",2004,711746
"1297","WILLIAMS GAS PIPELINE - TRANSCO","NO","NO","GG (Gas Gathering)",0,0,"60493.6516747058","CORROSION",2004,60494
"1298","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"202086.875085562","MATERIAL/WELD/EQUIP FAILURE",2004,202087
"1299","DYNEGY MIDSTREAM SERVICES, L.P.","NO","NO","GG (Gas Gathering)",0,0,"67247.1234245462","CORROSION",2004,67247
"1300","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"230800.425632537","NATURAL FORCE DAMAGE",2004,230800
"1301","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"40051.9804511278","MATERIAL/WELD/EQUIP FAILURE",2004,40052
"1302","EL PASO FIELD SERVICES","YES","NO","GT (Gas Transmission)",0,0,"441880.952225503","MATERIAL/WELD/EQUIP FAILURE",2004,441881
"1303","RATON GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"45158.6334662028","EXCAVATION DAMAGE",2004,45159
"1304","AIR PRODUCTS & CHEMICALS INC","YES","NO","GT (Gas Transmission)",0,0,"267606.326350281","EXCAVATION DAMAGE",2004,267606
"1305","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"93976.5448736526","OTHER OUTSIDE FORCE DAMAGE",2004,93977
"1306","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1877635.66814885","NATURAL FORCE DAMAGE",2004,1877636
"1307","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1877635.66814885","NATURAL FORCE DAMAGE",2004,1877636
"1308","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"8853368.77307954","NATURAL FORCE DAMAGE",2004,8853369
"1309","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"6845541.04580439","NATURAL FORCE DAMAGE",2004,6845541
"1310","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"678824.781272168","NATURAL FORCE DAMAGE",2004,678825
"1311","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"410292.377621756","CORROSION",2004,410292
"1312","ENBRIDGE PIPELINES (EAST TEXAS) L.P.","NO","NO","GT (Gas Transmission)",0,0,"26785.2504511456","CORROSION",2004,26785
"1313","TENNESSEE GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"95396.6168080405","MATERIAL/WELD/EQUIP FAILURE",2004,95397
"1314","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"54279.2088995248","OTHER OUTSIDE FORCE DAMAGE",2004,54279
"1315","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"182338.534056826","EXCAVATION DAMAGE",2004,182339
"1316","EL PASO FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"35404581.5515773","NATURAL FORCE DAMAGE",2004,35404582
"1317","EL PASO FIELD SERVICES","YES","NO","GG (Gas Gathering)",0,0,"531486.157929584","CORROSION",2004,531486
"1318","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"69255.0685229271","NATURAL FORCE DAMAGE",2004,69255
"1319","EL PASO FIELD SERVICES","YES","NO","GT (Gas Transmission)",0,0,"87935.1097061642","MATERIAL/WELD/EQUIP FAILURE",2004,87935
"1320","K N INTERSTATE GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"115622.917929726","EXCAVATION DAMAGE",2004,115623
"1321","NORTHWEST PIPELINE CORP (WGP)","NO","NO","GT (Gas Transmission)",0,0,"34861.932023248","CORROSION",2004,34862
"1322","NATIONAL FUEL GAS SUPPLY CORP","YES","NO","GT (Gas Transmission)",0,0,"147729.60119618","OTHER OUTSIDE FORCE DAMAGE",2004,147730
"1323","J - W PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"9652.90946685702","EXCAVATION DAMAGE",2004,9653
"1324","DTE ENERGY - MICHIGAN CONSOLIDATED GAS","YES","NO","GT (Gas Transmission)",0,0,"96529.0946685702","EXCAVATION DAMAGE",2004,96529
"1325","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"125175.711209924","CORROSION",2004,125176
"1326","NORTHWEST PIPELINE CORP (WGP)","NO","NO","GT (Gas Transmission)",0,0,"95545.9793370871","ALL OTHER CAUSES",2004,95546
"1327","ROCKY MOUNTAIN NATURAL GAS CO INC","YES","YES","GT (Gas Transmission)",0,1,"69335.3106993068","EXCAVATION DAMAGE",2004,3402669
"1328","DUKE ENERGY FIELD SERVICES INC","YES","NO","GT (Gas Transmission)",0,0,"62723.8313328841","MATERIAL/WELD/EQUIP FAILURE",2004,62724
"1329","COLUMBIA GULF TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"334117.768113829","CORROSION",2004,334118
"1330","COLUMBIA GULF TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"262659.464456838","CORROSION",2004,262659
"1331","TRUNKLINE GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"149584.854700004","EXCAVATION DAMAGE",2004,149585
"1332","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"265723.297840368","CORROSION",2004,265723
"1333","WILLIAMS GAS PIPELINE -TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"323404.159109052","MATERIAL/WELD/EQUIP FAILURE",2004,323404
"1334","AMEREN IP","YES","NO","GT (Gas Transmission)",0,0,"129124.040950508","EXCAVATION DAMAGE",2004,129124
"1335","KINDER MORGAN TEJAS PIPELINE L.P.","YES","NO","GT (Gas Transmission)",0,0,"57293.2330827068","MATERIAL/WELD/EQUIP FAILURE",2004,57293
"1336","NORTHERN NATURAL GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"1010068.92228586","MATERIAL/WELD/EQUIP FAILURE",2005,1010069
"1337","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"110416.70263309","CORROSION",2004,110417
"1338","TRANSCOLORADO PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"339412.390636084","MATERIAL/WELD/EQUIP FAILURE",2004,339412
"1339","CITY OF BRYAN DBA BRYAN TEXAS UTILITIES","NO","NO","GT (Gas Transmission)",0,0,"38524.697710225","EXCAVATION DAMAGE",2004,38525
"1340","COLUMBIA GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"65611.2189331807","MATERIAL/WELD/EQUIP FAILURE",2004,65611
"1341","AIR PRODUCTS LP","YES","NO","GT (Gas Transmission)",0,0,"335488.804477498","MATERIAL/WELD/EQUIP FAILURE",2004,335489
"1342","WEST TEXAS GAS INC","NO","NO","GT (Gas Transmission)",0,0,"12488.2822341975","CORROSION",2004,12488
"1343","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"71388.0599761404","OTHER OUTSIDE FORCE DAMAGE",2004,71388
"1344","DOMINION TANSMISSION, INC.","NO","NO","GT (Gas Transmission)",0,0,"35595.1557093426","MATERIAL/WELD/EQUIP FAILURE",2005,35595
"1345","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"79140.0120527654","ALL OTHER CAUSES",2005,79140
"1346","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"83748.050516808","NATURAL FORCE DAMAGE",2005,83748
"1347","SOUTHERN CALIFORNIA GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"50369.0095420628","EXCAVATION DAMAGE",2004,50369
"1348","SOUTHERN CALIFORNIA GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"57605.3449419245","EXCAVATION DAMAGE",2004,57605
"1349","SOUTHERN STAR CENTRAL GAS PIPELINE INC","YES","NO","GT (Gas Transmission)",0,0,"48798.2868093678","MATERIAL/WELD/EQUIP FAILURE",2005,48798
"1350","TEXAS GAS TRANSMISSION LLC","YES","NO","GT (Gas Transmission)",0,0,"1313955.08705554","OTHER OUTSIDE FORCE DAMAGE",2004,1313955
"1351","SABCO OPERATING COMPANY","YES","NO","GT (Gas Transmission)",0,0,"122188.46062899","CORROSION",2004,122188
"1352","DTE ENERGY - MICHIGAN CONSOLIDATED GAS CO","NO","NO","GT (Gas Transmission)",0,0,"21972.3183391003","NATURAL FORCE DAMAGE",2005,21972
"1353","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"58611.9554758302","MATERIAL/WELD/EQUIP FAILURE",2005,58612
"1354","SOUTHERN STAR CENTRAL GAS PIPELINE INC","NO","NO","GT (Gas Transmission)",0,0,"58671.4482850614","CORROSION",2005,58671
"1355","SOUTHERN STAR CENTRAL GAS PIPELINE INC","YES","NO","GT (Gas Transmission)",0,0,"189595.976365305","CORROSION",2005,189596
"1356","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"812449.601496512","MATERIAL/WELD/EQUIP FAILURE",2005,812450
"1357","SOUTHWEST GAS CORPORATION","NO","NO","GT (Gas Transmission)",0,0,"83398.597600404","EXCAVATION DAMAGE",2005,83399
"1358","MISSISSIPPI RIVER TRANSMISSION CORP.","YES","NO","GT (Gas Transmission)",0,0,"122966.056141432","NATURAL FORCE DAMAGE",2005,122966
"1359","WILLIAMS GAS PIPELINES - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"796673.380379876","CORROSION",2005,796673
"1360","TEXAS GAS SERVICE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"25253.0904810943","EXCAVATION DAMAGE",2005,25253
"1361","NORTHERN NATURAL GAS","YES","NO","GT (Gas Transmission)",0,0,"57958.3278812699","MATERIAL/WELD/EQUIP FAILURE",2005,57958
"1362","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"1075985.87730317","MATERIAL/WELD/EQUIP FAILURE",2005,1075986
"1363","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"2622017.12913927","CORROSION",2005,2622017
"1364","SOUTHERN CALIFORNIA GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"505034.461142932","NATURAL FORCE DAMAGE",2005,505034
"1365","ANR PIPELINE","NO","NO","GT (Gas Transmission)",0,0,"85639.4238174713","MATERIAL/WELD/EQUIP FAILURE",2005,85639
"1366","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"87845.4252688846","MATERIAL/WELD/EQUIP FAILURE",2005,87845
"1367","NORTHERN NATURAL GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"136076.711909133","INCORRECT OPERATION",2005,136077
"1368","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"2020137.84457173","OTHER OUTSIDE FORCE DAMAGE",2005,2020138
"1369","SOUTHERN CALIFORNIA GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"2612973.88289603","NATURAL FORCE DAMAGE",2005,2612974
"1370","SOUTHERN STAR CENTRAL GAS PIPELINE INC.","YES","NO","GT (Gas Transmission)",0,0,"591757.440981943","CORROSION",2005,591757
"1371","COLUMBIA GULF TRANSMISSION CORPORATION","YES","NO","GG (Gas Gathering)",0,0,"137574.179411527","CORROSION",2005,137574
"1372","NATURAL GAS PIPELINE COMPANY OF AMERICA","NO","NO","GT (Gas Transmission)",0,0,"43944.6366782007","EXCAVATION DAMAGE",2005,43945
"1373","TENNESSEE GAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"2020137.84457173","OTHER OUTSIDE FORCE DAMAGE",2005,2020138
"1374","DOMINION TRANSMISSION, INC.","YES","NO","GT (Gas Transmission)",0,0,"137631.527227499","MATERIAL/WELD/EQUIP FAILURE",2005,137632
"1375","KINDER MORGAN TEJAS PIPELINE","YES","YES","GT (Gas Transmission)",0,1,"0","INCORRECT OPERATION",2005,3333333
"1376","COLUMBIA GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"216734.948096886","MATERIAL/WELD/EQUIP FAILURE",2005,216735
"1377","TRUNKLINE GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"103201.931658121","NATURAL FORCE DAMAGE",2005,103202
"1378","TRUNKLINE GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"71470.0654565203","CORROSION",2005,71470
"1379","COLUMBIA GULF TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"314028.759899068","CORROSION",2005,314029
"1380","TENNESSEE GAS PIPELINE","NO","NO","GT (Gas Transmission)",0,0,"48321.5611110141","MATERIAL/WELD/EQUIP FAILURE",2005,48322
"1381","MISSISSIPPI RIVER TRANSMISSION CORP.","YES","NO","GT (Gas Transmission)",0,0,"102226.386561881","CORROSION",2005,102226
"1382","DEFS AUSTIN GATHERING, LP  DUKE ENERGY FIELD SERVICES","NO","NO","GG (Gas Gathering)",0,0,"5709.07568072717","CORROSION",2005,5709
"1383","PUBLIC SERVICE OF NORTH CAROLINA INCORPORATED (DBA PSNC ENERGY)","NO","NO","GT (Gas Transmission)",0,0,"26332.3388498422","EXCAVATION DAMAGE",2005,26332
"1384","WILLIAMS GAS PIPELINE - TRANSCO","YES","YES","GT (Gas Transmission)",0,1,"1691.64927167314","ALL OTHER CAUSES",2005,3335025
"1385","CROSSTEX MISSISSIPPI PIPELINE LP","YES","NO","GT (Gas Transmission)",0,0,"439446.366782007","MATERIAL/WELD/EQUIP FAILURE",2005,439446
